text,labels
Haikukataa haswa kuwa askari wa serikali walihusika.,[4]
Ndio mana nimejenga nyumba yangu kwa nguvu zangu mwenyewe mwaka wa kuolewa. Wanaume si watu,[4]
Huna mpya kaka tafuta mishe nyingine ufanye,[4]
eti kisa linampata yeye mwache apambane mwenyewe,[5]
"Wote watatu wakaanza kutembea, wakifuatwa na umati wa watu waliofurahia. ",[1]
Wabakaji wote wangekuwa wananyongwa Au kukatwa madudu yao,[2]
Watu wanapanda ndege na negative test lakini wanakutwa na Corona virus wakishuka! Vipimo feki na tunasambaza tu ugonjwa hadi nje ya mipaka tutakuja kufungiwa sasa hivi! ,[4]
Clouds sio mbaya wabaya ni wafanyakazi wa clouds Menaamini katika hili,[4]
Mtoi ndo nini?? Ndo mtoto?,[5]
"Watu bado wanaishi kwa mazoea, wengine tunapambana wao wanachota tu mihela. Pambana nao mkuu mpaka kieleweke",[4]
"'Katika kituo cha chini ya ardhi, mlevi aliniambia. Alijaribu kuniuliza kitu lakini sikujibu hivyo akaanza kuongea juu yangu na mwenzake. Nilimchukia mtu huyu mchafu mchafu. '",[4]
na hii ya kushindwa kupumua mbona imekuja kwa kasi ndo ugonjwa gani mbona sielewi??,[5]
"`Tafadhali fanya,"" alisema Ianthe, ambaye alikuwa amechanganyikiwa kwa muda. ",[5]
Ina ubora. Binafsi nimeipenda sana .,[1]
Sijaona umuhimu wa wema kuendeleza kuhusu kanumba na sijaona umuhimu wa lulu kuringishia nyumba ya majizo,[4]
mnajiona miungu watu mbwa nyie siku zenu zinahesabika,"[2, 4]"
Azzal aliniambia; ??Ulinikamata kwa kunionea tu.??,[3]
naona sasa bongo WIZI UMEHALALISHWA!tena umewekewa pambio zuri la neno''ufisadi'',[4]
"Mpaka awamu hii iishe, kila mtu atakuwa amejitambua...?",[0]
Mimi kwa kweli nachukia hali ya hewa ya mvua  .,[4]
Issue ni ajali za moto ehhh ndio sababu au kukusanya pesa?? Waseme wanataka kukusanya hela,"[2, 4, 5]"
Acheni ufala nyie wapumbavu wakubwa. .sasahivi ndio mwamuona gigy hana maana kwakua kakosea. .,[2]
Unaweza kuamini mimi ninaenda Ulaya mwezi ujao?,[1]
"Kwa msukosuko aliopitia, mwacheni apumzike kwanza jamani kachoka mno",[3]
Nikikuona nasikia hadi kichefuchefu,"[2, 4]"
"Sio kila Mtu ana kipaji cha kufanya interview, wengine wana force tu wapate ugali matokeo yake ndio haya.",[4]
"`Lakini mwenyekiti wangu na makamu mwenyekiti wamenipa mkataba wa mwaka mwingine, na nimefurahi sana. ",[1]
Yupo vzr sana huyu mama dah,[1]
Nyege zinafelisha kuliko mahusiano kaka ,"[2, 4]"
 hapo ndio tunapambana na maambukizi?,[5]
Tuko mbali sana kufikia maendeleo,[4]
Lakini tumeshuhudia watu wanaobeza jitihada za kuzuia vifo zaidi na hivyo kupeleka wengi zaidi kwa mdomo wa kaburi.,[3]
" Mfalme aliwakusanya watu wake, na hakujua ikiwa anaweza kutoa upinzani wowote kwa adui, ambaye alikuwa na nguvu zaidi na alikuwa na jeshi kubwa.",[6]
Tunadharauliwa kivipi? Nenda kwenye point yaan wametuonesha dharau kwenye nini.,[5]
Achen kwenda na matokeo uwanjani,[5]
naogopa sana hesabu na phisics,[6]
Ni nini kilichotokea ? Wimbo wangu ilibaki kidogo tuu uchezwe na ukawekwa mwingine .,[5]
"Na ghafla walijikuta wakizungumza aina ya lugha ambayo sote tunaweza kuelewa, na walifurahi sana juu ya hili. ",[1]
"pakiwa na tamasha kuna %wanachukua kwenye viingilio, na biashara nyingine za huduma kwenye shughuli hiyo ya burudani..pesa inapatikana ",[1]
Kuna mahali nimeona ,[0]
"Wewe utawezana na kasi ya magu kweli wavivu fukuza sio barua, shauri yako",[5]
John Parsons huko Nice anasikitishwa ,[3]
 Balozi kijazi pumzika kwa amani???????????????? ,[3]
Sijui mnanielewa eeh?,[5]
Imewezekna vipi wewe kupata nakala ? Nimeweka order kwa wiki sasa na bado nasubiri zamu yangu haijafika.,[5]
"Asanteni sana kwa kuhudhuria shughuli yangu siku ya leo, mmeifanya ipendeze ",[1]
Lazima kuna watu alikuwa anaongea nao ila kwa sasa wamemgeuka ndiyo maana wanaitana Mayuda,[4]
Najua kwa nini bwana Makerere hakupenda tangazo letu ! Yeye hajui kwanza kuhusu kahawa .,[2]
hivi unataka nifanye nini? Mana kila nifanyacho huridhiki,"[4, 5]"
Hizo ni lugha tu zakutaka kufanikisha Nia yao ovu na kufanya biashara.,[4]
Upande wa mashtaka ulikata rufaa hata hivyo zombe alishinda rufaa zote mbili.,[1]
 Mahusiano mengi yanaenda kuvunjika kwa mambo ya kijinga ,[4]
"Manzese Bakhressa hapo, ni moja ya kivuko kilicho busy sana kwa Morogoro Rd,watu wengi sana wanavuka hapa,unapovuka???€? https://t.co/pONm6oOubp",[1]
imeniuma sana nimepata hasira jmn,"[2, 3]"
Hahaahah ahsante sana lakini  hata bure siendi Amazon ,[6]
Jambo hili linanipa mwamko mkubwa sana wa kujituma na kuipenda kazi yangu,[1]
 Taifa liko kwenye Majonzi Pumzika????????,[3]
" Pembeni yake anakaa kijana, mrefu na mwenye nguvu; anampa rose na anatabasamu.",[1]
Watahangaika sana ufisadi hauwezi kuondoka kwa kufukuza na kuleta wengine wanatakiwa waboreshe mfumo wa elimu,[2]
Hataki uzembe na uchafu wa maboya katika kutimiza wajibu wao.,[2]
Wakati tunajadili vikwazo tutakavyo wekewa baada ya kuminywa demokrasia wewe unaleta ujinga mwingine.Acha uduanzi basi!,[2]
Ewe dereva uwapo barabarani kumbuka kujali usalama wa kila mmoja anaetumia barabara.,[0]
"Me pia nimeona mwaya wala siyo wivu, yaani huyo kaka hadi anaona aibu sijui kalazimishwa",[5]
Sifa za mtu mpumbafu ni kutojitambua kwamba ni mpumbafu!,[2]
 @Ms___Lydia Piga keleleeeeeee!A262Nasahau protocol za siasa????,[1]
Daaa hatar sana kwa nini lakin,[3]
"Naam, kwa kuwa tutachekewa kuondoka, niliamua kutengeneza kifungua kinywa cha kutosha!",[1]
washenzi wanaendelea kuivuruga dunia na kuichanganya ili waipange upya,"[2, 4]"
#TANZANIA :- Kivuko cha kisiwa cha Rubondo kimekamilika ##HAPAKAZITUAWAMUYATANO,[1]
karibu DC Nafurahi wewe alikuja nje kututembelea !,[1]
"Watazamaji mwanzoni walidhani ajali hii ilikuwa sehemu ya onyesho na walikuwa wakicheka na kicheko, na kumfanya mtu masikini achukie zaidi. ",[2]
Nimekuja kugundua mitandao imejaa watu wenye tatizo la Afya ya akili.,[4]
"Hakuna cha walimu wa kujitolea, serikali iajiri walimu fullstop...?",[4]
"samahani, Mr. Meza hiyo imeshalipiwa tayari, pole .",[3]
Kumbuka kuendesha kwa kuzingatia sheria za usalama barabarani ili kupunguza wimbi la ajali nchini.,[0]
Katika mimi walipambana na mafuriko ya kufurahi kwa kuwa tena na hasira. ,[2]
kaonesha jinsi jamaa anavotaka alipwe gharama alizotumia akiwa nae kwa mahusiano ,[0]
Unamaanisha kijana uliyekutana nae MSN?  Una akili lakini wewe??,[5]
Duuuh Mbona balaa,[5]
"Hadi huruma, please dady mpe nafasi nyingine hii siyo hali ya kawaida.",[3]
Mungu wangu.,[5]
 Acha kuruka soma ulichoandika acha unafiki simamia kile unachokiamini we na wapuuzi wenzako mlikua mnasema vifo vya chunya ni Corona..endelea kuhubiri upuuzi shida iko wapi?,"[2, 4]"
afisa wa polisi gani huyu! Mbona huna adabu,[4]
So proud of you for speaking up. Nimekuhusudu kwa kuwa mkweli na kukubaliana na hali yako. ,[1]
Urafiki wetu unaonekana kuboreka lakini ni wazi nina wasiwasi. ,[6]
Mleta mada asamehewe. Hakuna shaka ana uwendawazimu wa aiana fulani.,[4]
Zitatutosha kweli hizo ? au kila mtanzania tone moja,[5]
"usitudanganye, njoo uishi hapa uone joto ya jiwe.",[4]
"Lucy alihisi kuwa na wasiwasi, lakini alificha ukweli wakati alimgeukia Stella. ",[6]
"Alisema alikuwa anavuka kwa sababu unaendelea kumuita Mr Vass. """,[2]
alienda kutembea na shemeji yake na kumtia mimba ni aibu kubwa sana kwa familia,[4]
Na wengine kubaki kuwa tegemezi.,[3]
Lakini sasa alionekana akiwa na furaha. ,[1]
"Kiongozi wa Ikulu, alionyesha kukasirishwa na kitendo cha kigaidi ",[4]
Mama anawatoa watu kafara kwa kuwaadaa wapate chanjo,[4]
Kwa hiyo ukiwa na simu lazima furaha upate eeeeh,[5]
Mimi nafurahi kama umezifurahia. Hongera  ya kumbukizi ya siku ya kuzaliwa !,[1]
Nilichukizwa zaidi. ,[2]
Unapiga mambo ya ki sayansi bila kuwa na uthibitisho wa kisayansi wakati wewe ni mwanasayansi??,[4]
Hahaha. Hongera yako ya shingo upande hatuitaki.,[4]
?lugha mbovu kama yako kwa niaba ya watanzania tulioko huku US sikubaliani nayo na haitufikishi popote.,[4]
"Wapendwa, naona taarifa za vifo humu mitandaoni zinaongezeka. Sasa tuache mzaha na kuoneana aibu.",[3]
Nimecheka kwa sauti eti we ndio subira,[1]
Ni hatari kwa kijana atafutaye maisha kuanza kurukaruka na kumangamanga huku na kule katika mahusiano.,"[4, 6]"
wacha mkorogo,[4]
" Unaweza kuwa na maelfu ya siku zangu, lakini nina maelfu ya wakati ambao ninaweza kufurahi na kufurahi.",[1]
Sasa huyu bajaji alikuwa anawahi wapi na anaona foleni inatembea????????,"[4, 5]"
Kwani huko nyumbani kwenu mnakula nini?,[5]
Duh! Tanzania hiii!,[5]
Watu wengi wametoa mchngo nawashukuru sana sana ndugu zangu,[1]
"Wote aliyekasirika na asiyesamehe, walipelekwa kortini na ikabidi wasitishe mkataba wa miaka sita badala ya miezi tisa tu. ",[2]
uhakika . Huyu hapa kashafika tayari,[1]
"Tabasamu hili limebeba matumaini makubwa ya uhuru, haki na maendeleo ya watu. Asanteni kila mmoja ambaye hakutulia kusubiri uteuzi wa Mhe. kuwa Mgombea Urais ",[1]
Bwana alisikika akikasirika wakati niliongea naye kwa njia ya simu. ,[2]
"Wewe alifanya hivyo mwenyewe ? Wow , wewe ni mzuri !",[1]
"Na hii nasema ni ukweli wa dhati kabisa, mnyonge mnyongeni lakini haki yake msimyime.",[0]
Mwachie Mungu atashugulika nao malipo ni hapahapa Duniani watapata ukoma soon,"[3, 4]"
"niliumia sana, na nilikuwa na huzuni nyingi juu ya yote na nikawaambia maafisa, `Niwekeni ndani na kuniacha peke yangu kwa muda ",[3]
"Wewe ni mpumbavu sana,  Unaua halafu unasema amani mjinga tu wewe","[2, 4]"
"Shukrani , Jane . Mimi kwa kweli nilishangazwa . kulikuwa na watu wengi  wenye ujuzi .",[5]
Hizi movie za kutisha hizi mimi sizipendi kabisa,[6]
Hakutakiwa kutoa siri za mwanaume hivyo,[4]
Tunataniana eeh,[2]
Uzuri wa sugu hajawahi niangusha,[1]
Usichomoe fukuza kabisa wapuuzi wakubwa hao!,[2]
Lakini kwa nini wasije wenyewe wanakutuma wewe?,"[4, 5]"
"Tulia nawa mikono,kunywa maji vaa balakoa",[0]
barakoa ni muhimu kaka,[0]
Upumbavu mkubwa kabisa,"[2, 4]"
tunafeli wapi jamani kwanini tunadanganya viongozi wetu? Jamani tutaacha lini Tabia hii?,[4]
Baada ya siku moja au mbili alifika tena eneo la tukio ma kukuta hamna kilichofanyika toka aondoke,[2]
wale wapinzani hii dawa haiwahusu.,[0]
hivi mtu unaweza uka browse page ambayo unahisi watu wake hawapo sawa au watu wa hovyo.,[5]
mungu amjalie afyanjema raisi wetu baba wa wanyonge,[1]
Mtu huyu alinitambulisha kwa wakala ambaye hakuonekana kuwa na msisimko wote na alikuwa analazimika rafiki. ,[1]
"Ndiyo ,kweli ni mshangao . Unaendeleaje?",[5]
Asante sana kwa ajili ya kuja usiku wa leo . Kila mtu kwa kweli walifurahia utendaji wako .,[1]
Shukrani kwa kunikumbusha. daima hupotea kabisa kwenye akili yangu .,[1]
Acha ujuaji....,[4]
"Hapa mimi sijaelewa, aliekuja kubomoa alitumwa na nani?",[5]
"Point yako ni nini Sasa, huo ndo uwakilishi au porojo.",[4]
"Asante. Mmm, unaweza kuniambia zaidi kuhusu hawa viumbe wa majini?",[1]
"Mbwa waokoaji mara nyingi huwa na hofu ya watu, na bado anaweza kufurahiya, kwa sababu umekuwa nje, kwa mfano. ",[1]
"Ni tabia za vijana weng wa sasa, ukiona kijana wako hayuko hivyo basi endelea kusimama nae",[4]
"Huyu mtu nae ni mshamba vile vile, anapokaa na wataalam anaongea vingine akikaa na laptop yake anaandika mengine kabisa!!.",[4]
"'Kwa ukosefu wa usafi wa mtu fulani, nyumbani na kibinafsi.'",[4]
Heri ya sikukuu ya Christmas!,[1]
"Hayo magendo sasa ????????????????????????, utasema madawa ya kulevya ","[2, 4]"
"NCHI ZILIZOCHUKUA TAHADHARI AMA KUTEKELEZA MAWAZO YAKO HALI IKOJE, VIFO VIMEPUNGUA AMA NDIYO MLIPUKO UMEONGEZEKA???",[5]
Anatumia brand ya family kujipandisha dau.,[4]
Majeruhi wanapatiwa matibabu Hospitali ya Misheni ya Mtakatifu Gaspati iliyopo mji mdogo wa Itigi.,[3]
Tunataka point mbona shukran tu mwanzo mwisho,[4]
"Mimi huzunguka na kuona mengi, ila kwakweli kuwa vitu vinatia maudhi duniani",[4]
Inaonekana kuwa watu wenye wasiwasi hushika kwa urahisi na inadhaniwa kuwa hofu isiyo ya kweli huanzishwa kwa njia hii. ,[6]
Sasa hizo box zinatosha Watu wangapi!?,[5]
Umalaya ni kuzini na mtu zaidi ya mpenzi wako au wake zako sio lazima upate pesa Yaani mtu mwenye wapenzi wengi huyo ni Malaya,[4]
Laana kubwa hii jmn dunia inaelekea wap cjui,[4]
Sasa hapo ni Belgium wandishi uchwara nyie,[5]
"nimemkumbuka marehemu bibi, nimemuota ndotoni jana .",[3]
nina mashaka kurudi kazini baada  ya siku yangu moja ya likizo,[6]
"Oh jamani, ni ya kusisimua sana!",[1]
"Lakini kwa nini wakatae kununua hivi, mbona vile vya mwanzo walinunua?",[5]
kuna watu wana roho mbaya duniani hata kama mtu kafanya kosa ndio utoe uhai wake,"[4, 5]"
unajiamini hatari,[1]
Asante saana Rais wetu hakika tutafika mahali tunapo takiwa kufika!!!,[1]
shukrani.,[1]
Ndiyo mmejua leo kuwa mafuta ya ndege yalichomwa bure?,[5]
Nimeitafuta sijaiona. Naomba utupatie hiyo link.?,[0]
Nimempenda dada anauchambua mpira vzr xana hongera kwake.,[1]
" Siwezi kupita njia hii mwenyewe na kurudi nyumbani! """,[6]
Ndiyo . Asante .,[1]
wafanyabiashara wanaenda kumueleza Mama jinsi walivyonyanyaswa na kufilisiwa na mzee,[3]
"Tupo hata katika hifadhi zetu za taifa, tunasherehekea kufunga ndoa na tutakwepo kwa siku kadhaa",[1]
Aisee nisewe mnafiki zuchu amefunika katika nyimbo nilizozisikia hii imefunika kwakweli zuchu,[1]
Floyd ameonyesha kufadhaika juu ya matibabu ya sasa. ,[6]
hakuna atae tekeleza kamwe,[2]
Leta pesa upesi kabla sijakukong'ota.,[2]
"Kwanini isiwe kama hivo, nimeipenda?","[1, 5]"
 Alishawahi kutumbuliwa katika wizara ya mambo ya Ndani kwa UZEMBE wa AJALI za barabarani ni nature yake hana huruma na maisha ya wananchi,"[2, 4]"
"Ujio wake ulionekana kutishia amani, wakashtuka. ",[6]
Unapandisha hasira ili akumalizie mbali.,[2]
 si ungesabbabisha ajali????????,"[2, 4, 5]"
Jameni mimi nafurahishwa na huyu mtangaazaji ,[1]
" Hawakuonekana wagonjwa wakati wote, lakini waliruka na walikuwa na furaha sana, lakini hakuna hata mmoja wao aliyejua",[1]
"hata ikitokea siku tumeamka yakatangazwa mashetan yote yaliyohujum huu chaguz yamekufa,mim nitakuwa na furaha tu!!",[1]
Hujakatazwa kuomba ushahidi umeuomba na umepewa then unauliza shida nini!?,[5]
kwa nini ? kitu chochote maalum huko ?,[5]
haya mambo ya swal linaulizwa alafu hatusikii sauti ya mbunge mwenyewe anayeuliza inaboa,[4]
 Walijianika juani na mama yao wakicheza kwenye mchanga,[1]
baada ya kugundua kwamba sisi ni mambumbu. Tunaoongozwa na mbumbumbu mkuu.?,[4]
Hii ni pigo kubwa kwa mlala hoi wa kibongo.,[3]
 Vifo ni vingi kuliko vizazi season hii.,[3]
Huna akili,[4]
Wewe unanunua mito online ? ni ajabu !,[5]
viongozi wa ccm mpunguze kujikomba kwa mzee,[4]
Mama wa kituo anaonekana ni muongo,[4]
Lakini hakufurahishwa hata kidogo; kwani hakupenda vile ilivyokuwa ya kuchosha.,[4]
Jisajili leo katika programu yetu ya kuwajengea uwezo vijana wajasiriamali wa Lindi na Mtwara ujifunze njia mbalimb???€?,[1]
Na pesa zenu hazinaga kazi eeh!!??,[5]
Yajayo yanafurahishaa,[1]
Mama mimi binafsi nimekuelewa..sijui wenzangu,[1]
"Mvulana akainama tena, akishangaa mpinzani wake namna alivyo mtendea siku hiyo",[5]
"Huwa nakukubali sana, upo simple lakini unatisha",[1]
"Wakati macho ya hudhurungi-ya kahawia ikiwa yamemwangalia tena, macho yao ya kiwango kilionyesha alikuwa amepona kutoka kwa mshangao wake. ",[5]
@EymaelLuc Tume huzunika sana kwa tukio hili kwakweli ni pigo kumkosa beki @lamine kwa michezo iliyopo mbele yetu,[3]
wenye digrii wengi wako mtaani awana ajira vyuo vilitakiwa viwatafutie ajira wafunzi au mikopo yakujiajiri kushirikiana na ma bank yetu yakitanzania ,[3]
"Tunahitaji viongozi wengi wenye ujasiri Kama JPM, wanaoweza kusimamia masilahi ya nchi zao dhidi ya mabeberu bila uwoga wowote.",[1]
kimbia usikamatwe??kimbiaa,[6]
"Nisingesema, amenipokea kwa bashasha sana. ",[1]
Sasa wanakunywa kabisa inamaana wanakorona au....,[5]
so sad!!!!!! hata sijui kwa nini nimeiangalia hiyo video,[3]
Nyoka aina ya anaconda ana uwezo wa kummeza mtu mzimamzima na kumvunjavunja tumboni mwake,[6]
Kama CORONA haipo hivi vifo vinavyoshamiri kila kona kwa sasa vinasababishwa na kitu gani? ,"[2, 5]"
"Madaktari wanapata mkopo 100% wakiwa Chuoni, halafu tunawapa ajira Serikalini wanakimbia kisa maslahi",[4]
Nakuombea!  mungu akuimarishe na urudi tena ili uendeleze utalii mheshimiwa mm ni moja kati ya vijana ninae penda kazi zako,[1]
Mtu amefiwa halafu ana comment mambo ya ajabu. Mungu atusaidie. ,[4]
programu mpya ya kompyuta inanipa kichaa ! nahitaji mapumziko !,[2]
" Sasa aliposikia kuwa wanaishi kwa amani, na wameendelea vizuri, wivu na chuki viliibuka moyoni mwake ",[4]
Ameamua kuweka wazi jambo linalomtisha anapokuwa mwenyewe nyakati za usiku,[6]
sheria inasemaje ukiwa na mahusiano na mwanamke zaid ya miezi 6?,[0]
"Eee! Wengi watashangaa kwa sababu ya ajali iliyotokea, lakini ukweli ni kwamba Nungwi ipo kwa miaka mingi iliyopita.",[5]
Unaweza ukasikia kesho anaomba radhi kwa hayo maneno huyo ndio zito,[4]
Mimi sijali !,[4]
"Taarifa nzito kwa kweli, halijawahi kutokea hili kwenye nchi yetu Rais kufariki akiwa madarakani, Mungu atuvushe salama.",[3]
Hiyo inakuja baada ya kuongezeka kero za Ireland. ,[2]
korosho yetu ni BORA kuliko zote Duniani.,[0]
Siwezi kwenya mwenyewe kwa kupitia njia hii hata kama nikiwa na tochi bado ni hatari,[6]
nini kilichotokea ? Mlipigana au?,[5]
hatuna serikali tuna kigenge cha wahuni tuu eti faini milioni mbili,[4]
"Oh , mtihani wa mwisho ni hivi karibuni . Najisikia kuwa na wasiwasi .",[6]
" Moyo wa baba ulivunjika, lakini mama ndo kabisaa hakuweza hata kuvumilia kwa jinsi alivyokuwa na machungu",[3]
Alokuambia jamiiforum ni kwa wauza dagaa ni nani?,[0]
 Sasa huku kuna mbunge eti alipata ajali hata wabunge wenzake hawakujua Hata picha za ajal had sasa hakuna ,[5]
Tunateketea Jamani Ee mungu tunusuri na Vifo vya kila siku misiba imekua mingi kuliko sharehe,[3]
"Mmoja wa wanafunzi wenzangu alikuwa amejifunga kazi ya shamba na katika jaribio langu la kumficha mimi mwenyewe niliwekwa wazi, ingawa sikuwa moja kwa moja. Tulipaswa kukutana na mkuu wetu wa kazi ya shamba na tuliogopa matokeo. '",[6]
Hiyo ni ajabu! Barafu juu ya keki .,[5]
Wala sijasahau ila sina kumbukumbu kama ulinipa maelekezo hayo,[3]
Hii yote inaonekana nzuri ! Nadhani sisi tumejua nini tunataka .,[1]
Wacha ujinga! Kama kitu hujui usikurupuke! Jamii forums kuna watu makini unajua maana ya great thinkers! Nakutafadhalisha uende elimu ya watu wazima.,"[2, 4]"
"Mimi tatizo langu siyo korona, ni argument ambayo haitoi mbadala.?",[4]
Hiyo saini iko wapi? Hamna hata picha?,[0]
Kweli ?wewe umesikia wapi ?,[5]
"Profesa aliyefariki yeye,mume wake na wazazi wake; vifo vyao vyaiibua hisia mbalimbali nchini",[6]
Mambo mengine ni kudhalilisha nchi tu,[4]
 Poleni wafiwa kwa kuondokewa na mpendwa wenu. Mungu awape nguvu kwa kipindi hiki ,[3]
"Kufikia tarehe 13 mwezi Februari, jumla ya kesi zilizothibitishwa za COVID-19 barani Afrika zilifikia 3,729,360",[3]
Kweli ? Wewe unatania .,[5]
Yaani hili jamaa ninampendaga sana.huzungumza kwa kujiamini safi sana,[1]
"check hizo clip zote, Wale wanaendeleza ukatili. ","[3, 6]"
Mzee baba alikuwa noma sana,[1]
" ""Na mimi, maskini mwenzangu,"" alisema yule mbunge, ""mimi ambaye tayari ni mzee sana, siwezi kufika huko.""",[3]
tayari najihisi nahofu,[6]
Jamaniii JPM Anatisha Sana Mimi Kwetu Mbeya Mbarali kapunga Toka Tupate Uhuru Tulikuwa Hatuna Hospital Rakini Alivoigia JPM Hospital Imengwa Safiiii Sanaaaaaa Magu,[1]
"Elizabeth alitazama mtazamo mmoja wa kupendeza wakati wa kufurahisha kwa sura mbili, na aliendelea na kazi ya kufurahisha. ",[1]
Kwahyo anataka twende tukafe,[5]
Baba akinichapa hakuna shida kwakua kanizaaa yaaani mtoto anabusara mpaka rahaa,[1]
tuendelee kuchukua tahadhari zote JUU ya maambukizi ya virus vya Covid19 kwani IPO na inaua..... ,"[3, 6]"
"Inauma jamani kijana kesha poteza malengo yake, najaribu kuvaa viatu vya wazazi wa huyo kijana",[3]
Kaka mbona unalia? Jibu maswala niliyokuuliza na sio kulia lia hapa.,"[2, 4]"
"Alisimama na kukagua vitambaa vya mkojo, na kufyatua kwake kukajawa na wasiwasi. ",[5]
Haki mitihani yote migumu ila mtihani wa njaa na huu mtihani wa wanawake imepitiliza,"[3, 4]"
 CCM wanafurahia vifo hivi vya kawaida???????????? ,[4]
Manara mbona unashituka ovyo vipi kit chamoto hiyo ndo yanga iliokulea,[5]
"Rafiki yangu daima huleta marafiki kutoka nje ya chuo . Wao kukaa katika chumba mpaka usiku wa manane , kuimba na kuzungumza , kunywa na kucheza .",[2]
Na Babu sea nae ilikuwaje?,[5]
Nikashtuka. ??Tutaonana kwa heri au kwa shari??? Nikamuuliza.,[6]
 Unajivukia pesa ya walipa  kodi kwenye utalii,[4]
Karibu nyumbani mwanangu!,[1]
"Asante. Shukrani kwake, nimefaidika sana kutoka kwake .",[1]
nini!! !,[5]
"Inchi inahitaji mfumo mpya; wa kimaisha, mambo mengi tumekalili kutoka kwa watu weupe,, na hayana msada sana kwetu tupunguze muda wa kukaa shuleni, na  mitaara ibadilishwe mambo yasio ya Msingi yaondolewe ili tuokoe muda,,",[4]
Sisi furaha yetu nyinyi kufungwa tu inatosha,[1]
